שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,26-10-2020,מפוזרת,3.6,144,360,583.2,435.6,468,482.4,489.6,457.2,378,273.6,97.2,0,0
בית דגן קרינה                                     ,2524,26-10-2020,גלובאלית,3.6,187.2,806.4,1339.2,2073.6,2383.2,2487.6,2332.8,1969.2,1414.8,734.4,154.8,0,0
בית דגן קרינה                                     ,2524,27-10-2020,מפוזרת,3.6,129.6,270,360,446.4,529.2,594,561.6,518.4,496.8,378,97.2,0,0
בית דגן קרינה                                     ,2524,27-10-2020,גלובאלית,3.6,244.8,864,1533.6,2041.2,2289.6,2430,2286,1875.6,1288.8,590.4,111.6,0,0
בית דגן קרינה                                     ,2524,27-10-2020,ישירה,3.6,406.8,1803.6,2271.6,2469.6,2397.6,2451.6,2426.4,2170.8,1544.4,532.8,50.4,0,0
בית דגן קרינה                                     ,2524,28-10-2020,מפוזרת,0,136.8,356.4,576,759.6,1062,921.6,817.2,716.4,576,349.2,97.2,0,0
בית דגן קרינה                                     ,2524,28-10-2020,גלובאלית,3.6,201.6,792,1512,1591.2,2109.6,2206.8,2149.2,1720.8,1134,604.8,115.2,0,0
בית דגן קרינה                                     ,2524,28-10-2020,ישירה,3.6,252,1155.6,1782,1188,1288.8,1555.2,1738.8,1483.2,1022.4,669.6,50.4,0,0
בית דגן קרינה                                     ,2524,29-10-2020,מפוזרת,0,154.8,360,568.8,727.2,738,752.4,666,561.6,450,298.8,86.4,0,0
בית דגן קרינה                                     ,2524,29-10-2020,ישירה,0,180,864,1022.4,1598.4,2163.6,2160,1364.4,2044.8,1742.4,1141.2,176.4,0,0
בית דגן קרינה                                     ,2524,29-10-2020,גלובאלית,3.6,198,684,1152,1818,2343.6,2422.8,1749.6,1897.2,1335.6,676.8,122.4,0,0
בית דגן קרינה                                     ,2524,30-10-2020,ישירה,0,32.4,540,1220.4,1072.8,1771.2,1242,1335.6,1576.8,1566,889.2,79.2,0,0
בית דגן קרינה                                     ,2524,30-10-2020,מפוזרת,3.6,147.6,403.2,633.6,867.6,946.8,928.8,896.4,777.6,536.4,342,72,0,0
בית דגן קרינה                                     ,2524,30-10-2020,גלובאלית,3.6,169.2,622.8,1299.6,1648.8,2311.2,1962,1947.6,1828.8,1335.6,651.6,97.2,0,0
בית דגן קרינה                                     ,2524,31-10-2020,מפוזרת,0,129.6,586.8,864,954,896.4,1101.6,1098,867.6,532.8,331.2,97.2,0,0
בית דגן קרינה                                     ,2524,31-10-2020,גלובאלית,0,147.6,763.2,1083.6,1706.4,1688.4,2196,2077.2,1245.6,1310.4,698.4,133.2,0,0
בית דגן קרינה                                     ,2524,31-10-2020,ישירה,3.6,18,327.6,230.4,1018.8,957.6,1260,1159.2,442.8,1533.6,1130.4,187.2,0,0
בית דגן קרינה                                     ,2524,01-11-2020,ישירה,0,3.6,972,727.2,1080,565.2,1800,2188.8,2070,399.6,54,0,0,0
בית דגן קרינה                                     ,2524,01-11-2020,מפוזרת,0,93.6,414,655.2,957.6,867.6,892.8,673.2,572.4,550.8,302.4,64.8,0,0
בית דגן קרינה                                     ,2524,01-11-2020,גלובאלית,0,104.4,784.8,1098,1720.8,1357.2,2293.2,2228.4,1857.6,820.8,352.8,68.4,0,0
בית דגן קרינה                                     ,2524,02-11-2020,ישירה,0,3.6,1306.8,1278,504,626.4,1695.6,1990.8,1843.2,1796.4,1450.8,266.4,0,0
בית דגן קרינה                                     ,2524,02-11-2020,מפוזרת,0,57.6,306,446.4,561.6,507.6,759.6,741.6,669.6,450,259.2,68.4,0,0
בית דגן קרינה                                     ,2524,02-11-2020,גלובאלית,0,68.4,763.2,1076.4,925.2,990,2080.8,2228.4,1864.8,1328.4,684,108,0,0
בית דגן קרינה                                     ,2524,03-11-2020,מפוזרת,0,129.6,291.6,414,892.8,597.6,734.4,626.4,518.4,417.6,208.8,118.8,0,0
בית דגן קרינה                                     ,2524,03-11-2020,ישירה,0,313.2,1004.4,1098,1278,176.4,644.4,2372.4,2221.2,1890,392.4,54,0,0
בית דגן קרינה                                     ,2524,03-11-2020,גלובאלית,3.6,194.4,658.8,1051.2,1767.6,806.4,1252.8,2235.6,1821.6,1281.6,345.6,140.4,0,0
בית דגן קרינה                                     ,2524,04-11-2020,ישירה,0,97.2,10.8,280.8,342,46.8,0,39.6,691.2,1281.6,568.8,0,0,0
בית דגן קרינה                                     ,2524,04-11-2020,מפוזרת,10.8,97.2,324,439.2,691.2,525.6,172.8,536.4,633.6,550.8,284.4,43.2,0,0
בית דגן קרינה                                     ,2524,04-11-2020,גלובאלית,14.4,115.2,345.6,637.2,997.2,601.2,183.6,612,1072.8,1180.8,475.2,43.2,0,0
בית דגן קרינה                                     ,2524,05-11-2020,ישירה,0,0,3.6,25.2,93.6,1267.2,1177.2,756,601.2,381.6,543.6,93.6,0,0
בית דגן קרינה                                     ,2524,05-11-2020,מפוזרת,0,46.8,169.2,414,662.4,979.2,770.4,928.8,727.2,475.2,302.4,68.4,0,0
בית דגן קרינה                                     ,2524,05-11-2020,גלובאלית,0,50.4,176.4,460.8,788.4,1929.6,1656,1515.6,1159.2,687.6,475.2,90,0,0
בית דגן קרינה                                     ,2524,06-11-2020,ישירה,0,21.6,302.4,25.2,28.8,0,169.2,1011.6,1026,2073.6,1465.2,180,0,0
בית דגן קרינה                                     ,2524,06-11-2020,מפוזרת,0,75.6,338.4,514.8,748.8,511.2,885.6,1328.4,1033.2,590.4,262.8,72,0,0
בית דגן קרינה                                     ,2524,06-11-2020,גלובאלית,0,82.8,450,565.2,846,547.2,1090.8,2163.6,1760.4,1533.6,662.4,100.8,0,0
בית דגן קרינה                                     ,2524,07-11-2020,מפוזרת,0,104.4,288,378,464.4,547.2,946.8,752.4,795.6,468,327.6,39.6,0,0
בית דגן קרינה                                     ,2524,07-11-2020,ישירה,0,136.8,1270.8,2131.2,2340,2466,1940.4,1249.2,1004.4,1108.8,496.8,0,0,0
בית דגן קרינה                                     ,2524,07-11-2020,גלובאלית,0,169.2,716.4,1393.2,1904.4,2253.6,2451.6,1792.8,1580.4,1141.2,547.2,39.6,0,0
בית דגן קרינה                                     ,2524,08-11-2020,מפוזרת,0,108,270,338.4,442.8,676.8,910.8,658.8,698.4,630,457.2,72,0,0
בית דגן קרינה                                     ,2524,08-11-2020,גלובאלית,0,165.6,734.4,1371.6,1854,1980,1854,1803.6,853.2,1047.6,702,86.4,0,0
בית דגן קרינה                                     ,2524,08-11-2020,ישירה,0,183.6,1450.8,2206.8,2376,1846.8,1184.4,1623.6,176.4,813.6,846,82.8,0,0
בית דגן קרינה                                     ,2524,09-11-2020,ישירה,0,90,1274.4,2019.6,2250,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,09-11-2020,מפוזרת,0,93.6,270,385.2,475.2,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,09-11-2020,גלובאלית,0,136.8,698.4,1339.2,1810.8,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,10-11-2020,מפוזרת,-,-,-,442.8,788.4,867.6,802.8,612,543.6,324,212.4,50.4,0,0
בית דגן קרינה                                     ,2524,10-11-2020,גלובאלית,-,-,-,1306.8,1717.2,1638,1648.8,1713.6,1832.4,1263.6,604.8,75.6,0,0
בית דגן קרינה                                     ,2524,10-11-2020,ישירה,-,-,-,1890,1414.8,1036.8,1083.6,1591.2,2232,2192.4,1508.4,198,0,0
בית דגן קרינה                                     ,2524,11-11-2020,מפוזרת,0,93.6,216,334.8,442.8,619.2,691.2,648,532.8,334.8,244.8,75.6,0,0
בית דגן קרינה                                     ,2524,11-11-2020,גלובאלית,0,162,756,1371.6,1836,2019.6,1555.2,2077.2,1656,1224,590.4,97.2,0,0
בית דגן קרינה                                     ,2524,11-11-2020,ישירה,0,255.6,1796.4,2300.4,2368.8,2055.6,1141.2,2142,1969.2,2116.8,1321.2,151.2,0,0
בית דגן קרינה                                     ,2524,12-11-2020,מפוזרת,0,79.2,313.2,424.8,500.4,550.8,666,529.2,507.6,417.6,255.6,54,0,0
בית דגן קרינה                                     ,2524,12-11-2020,גלובאלית,0,111.6,403.2,1177.2,1638,2041.2,2199.6,2066.4,1681.2,1141.2,532.8,72,0,0
בית דגן קרינה                                     ,2524,12-11-2020,ישירה,0,136.8,212.4,1562.4,1875.6,2239.2,2188.8,2350.8,2048.4,1645.2,1000.8,97.2,0,0
בית דגן קרינה                                     ,2524,13-11-2020,ישירה,0,32.4,550.8,-,-,-,-,-,-,2206.8,1440,187.2,0,0
בית דגן קרינה                                     ,2524,13-11-2020,מפוזרת,0,68.4,298.8,-,-,-,-,-,-,313.2,212.4,43.2,0,0
בית דגן קרינה                                     ,2524,13-11-2020,גלובאלית,0,97.2,522,-,-,-,-,-,-,1224,565.2,64.8,0,0
בית דגן קרינה                                     ,2524,14-11-2020,ישירה,0,75.6,1263.6,1677.6,2268,2289.6,2440.8,2289.6,1688.4,1465.2,1054.8,3.6,0,0
בית דגן קרינה                                     ,2524,14-11-2020,מפוזרת,0,82.8,309.6,478.8,482.4,525.6,536.4,604.8,583.2,453.6,270,36,0,0
בית דגן קרינה                                     ,2524,14-11-2020,גלובאלית,0,108,687.6,1274.4,1792.8,2016,2178,2098.8,1591.2,1098,547.2,39.6,0,0
בית דגן קרינה                                     ,2524,15-11-2020,ישירה,0,0,370.8,406.8,1324.8,2232,2131.2,309.6,1098,331.2,0,3.6,3.6,0
בית דגן קרינה                                     ,2524,15-11-2020,מפוזרת,0,43.2,284.4,514.8,630,565.2,691.2,676.8,896.4,554.4,108,28.8,0,0
בית דגן קרינה                                     ,2524,15-11-2020,גלובאלית,0,43.2,450,738,1396.8,2044.8,2152.8,914.4,1659.6,756,111.6,32.4,0,0
בית דגן קרינה                                     ,2524,16-11-2020,מפוזרת,0,68.4,241.2,320.4,360,399.6,691.2,745.2,597.6,-,-,-,-,-
בית דגן קרינה                                     ,2524,16-11-2020,גלובאלית,0,108,680.4,1328.4,1854,2188.8,2271.6,1893.6,1810.8,-,-,-,-,-
בית דגן קרינה                                     ,2524,16-11-2020,ישירה,0,244.8,1616.4,2350.8,2718,2854.8,2365.2,1760.4,2217.6,-,-,-,-,-
בית דגן קרינה                                     ,2524,17-11-2020,ישירה,-,-,-,2466,2350.8,2242.8,2534.4,2469.6,2430,-,-,-,-,-
בית דגן קרינה                                     ,2524,17-11-2020,מפוזרת,-,-,198,280.8,432,514.8,471.6,471.6,424.8,-,-,-,-,-
בית דגן קרינה                                     ,2524,17-11-2020,גלובאלית,-,-,694.8,1317.6,1738.8,1962,2127.6,2001.6,1753.2,-,-,-,-,-
בית דגן קרינה                                     ,2524,19-11-2020,מפוזרת,0,61.2,201.6,273.6,324,356.4,367.2,374.4,446.4,489.6,273.6,36,0,0
בית דגן קרינה                                     ,2524,19-11-2020,גלובאלית,0,111.6,630,1274.4,1774.8,2095.2,2188.8,2030.4,1544.4,1141.2,500.4,43.2,0,0
בית דגן קרינה                                     ,2524,19-11-2020,ישירה,0,241.2,1670.4,2358,2660.4,2826,2854.8,2707.2,1954.8,1508.4,831.6,21.6,0,0
בית דגן קרינה                                     ,2524,20-11-2020,מפוזרת,0,57.6,255.6,406.8,576,817.2,885.6,676.8,662.4,442.8,270,46.8,0,0
בית דגן קרינה                                     ,2524,20-11-2020,ישירה,0,68.4,1188,1897.2,2250,1432.8,410.4,579.6,1324.8,1378.8,277.2,3.6,0,0
בית דגן קרינה                                     ,2524,20-11-2020,גלובאלית,0,72,583.2,1227.6,1818,1767.6,1245.6,1112.4,1429.2,1044,356.4,50.4,0,0
בית דגן קרינה                                     ,2524,21-11-2020,מפוזרת,0,-,-,-,-,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,21-11-2020,ישירה,0,-,-,-,-,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,21-11-2020,גלובאלית,0,-,-,-,-,-,-,-,-,-,-,-,-,-
בית דגן קרינה                                     ,2524,22-11-2020,מפוזרת,-,-,-,277.2,424.8,658.8,1026,1072.8,864,630,255.6,46.8,0,0
בית דגן קרינה                                     ,2524,22-11-2020,גלובאלית,-,-,-,1249.2,1652.4,2192.4,2505.6,1296,1198.8,889.2,658.8,64.8,0,0
בית דגן קרינה                                     ,2524,22-11-2020,ישירה,-,-,-,2415.6,2293.2,2484,2228.4,216,432,543.6,1764,165.6,0,0
בית דגן קרינה                                     ,2524,23-11-2020,מפוזרת,0,57.6,176.4,262.8,302.4,525.6,486,424.8,396,270,165.6,28.8,0,0
בית דגן קרינה                                     ,2524,23-11-2020,ישירה,0,100.8,1677.6,2487.6,2750.4,2840.4,2390.4,2624.4,2534.4,2325.6,1674,122.4,0,0
בית דגן קרינה                                     ,2524,23-11-2020,גלובאלית,0,118.8,568.8,1256.4,1749.6,2242.8,2008.8,2005.2,1713.6,1170,540,43.2,0,0
בית דגן קרינה                                     ,2524,24-11-2020,ישירה,0,25.2,1072.8,2574,2739.6,1861.2,482.4,252,759.6,126,151.2,0,0,0
בית דגן קרינה                                     ,2524,24-11-2020,מפוזרת,0,32.4,144,234,266.4,428.4,889.2,910.8,705.6,507.6,288,28.8,0,0
בית דגן קרינה                                     ,2524,24-11-2020,גלובאלית,0,46.8,565.2,1252.8,1706.4,1616.4,1270.8,1141.2,1144.8,583.2,338.4,28.8,0,0
בית דגן קרינה                                     ,2524,25-11-2020,ישירה,0,18,1144.8,2192.4,2232,2296.8,1537.2,1530,504,0,46.8,10.8,0,0
בית דגן קרינה                                     ,2524,25-11-2020,מפוזרת,0,36,201.6,309.6,464.4,565.2,619.2,806.4,547.2,180,190.8,10.8,0,0
בית דגן קרינה                                     ,2524,25-11-2020,גלובאלית,0,46.8,540,1195.2,1663.2,1972.8,1623.6,1789.2,867.6,183.6,219.6,10.8,0,0
בית דגן קרינה                                     ,2524,26-11-2020,ישירה,0,0,0,1130.4,1620,244.8,0,165.6,0,0,252,0,0,0
בית דגן קרינה                                     ,2524,26-11-2020,מפוזרת,0,7.2,68.4,468,849.6,1008,180,658.8,406.8,342,295.2,54,0,0
בית דגן קרינה                                     ,2524,26-11-2020,גלובאלית,0,7.2,72,982.8,1746,1270.8,194.4,810,428.4,360,360,61.2,0,0
בית דגן קרינה                                     ,2524,27-11-2020,מפוזרת,0,43.2,241.2,435.6,504,558,723.6,745.2,464.4,324,331.2,86.4,0,0
בית דגן קרינה                                     ,2524,27-11-2020,גלובאלית,0,54,421.2,853.2,1756.8,2113.2,2084.4,1371.6,1490.4,1051.2,615.6,97.2,0,0
בית דגן קרינה                                     ,2524,27-11-2020,ישירה,0,61.2,536.4,910.8,2325.6,2552.4,2113.2,831.6,1965.6,1890,1191.6,79.2,0,0
בית דגן קרינה                                     ,2524,28-11-2020,ישירה,0,7.2,46.8,176.4,129.6,3.6,226.8,1389.6,2052,2005.2,1299.6,97.2,0,0
בית דגן קרינה                                     ,2524,28-11-2020,מפוזרת,0,25.2,291.6,396,572.4,478.8,1054.8,918,442.8,334.8,201.6,32.4,0,0
בית דגן קרינה                                     ,2524,28-11-2020,גלובאלית,0,28.8,345.6,504,658.8,518.4,1314,1810.8,1497.6,1108.8,504,43.2,0,0
בית דגן קרינה                                     ,2524,29-11-2020,מפוזרת,0,39.6,190.8,273.6,302.4,327.6,338.4,342,331.2,284.4,194.4,36,0,0
בית דגן קרינה                                     ,2524,29-11-2020,גלובאלית,0,54,518.4,1162.8,1688.4,2008.8,2116.8,1998,1630.8,1108.8,489.6,50.4,0,0
בית דגן קרינה                                     ,2524,29-11-2020,ישירה,0,104.4,1382.4,2318.4,2750.4,2883.6,2916,2815.2,2563.2,2152.8,1274.4,79.2,0,0
בית דגן קרינה                                     ,2524,30-11-2020,ישירה,0,25.2,1098,2113.2,2458.8,2678.4,2739.6,2646,2505.6,2037.6,1411.2,54,0,0
בית דגן קרינה                                     ,2524,30-11-2020,מפוזרת,0,43.2,226.8,309.6,367.2,396,428.4,414,360,306,187.2,28.8,0,0
בית דגן קרינה                                     ,2524,30-11-2020,גלובאלית,0,61.2,522,1134,1638,1987.2,2102.4,1972.8,1638,1094.4,504,36,0,0
בית דגן קרינה                                     ,2524,01-12-2020,מפוזרת,0,39.6,183.6,266.4,302.4,320.4,331.2,327.6,327.6,295.2,190.8,32.4,0,0
בית דגן קרינה                                     ,2524,01-12-2020,גלובאלית,0,57.6,482.4,1173.6,1681.2,2023.2,2131.2,2005.2,1620,1112.4,493.2,43.2,0,0
בית דגן קרינה                                     ,2524,01-12-2020,ישירה,0,165.6,1314,2444.4,2782.8,2970,2995.2,2916,2595.6,2170.8,1342.8,93.6,0,0
בית דגן קרינה                                     ,2524,02-12-2020,ישירה,0,25.2,698.4,1699.2,2055.6,2336.4,2386.8,2059.2,1454.4,1573.2,943.2,61.2,0,0
בית דגן קרינה                                     ,2524,02-12-2020,מפוזרת,0,46.8,313.2,583.2,435.6,468,493.2,496.8,471.6,507.6,223.2,32.4,0,0
בית דגן קרינה                                     ,2524,02-12-2020,גלובאלית,0,57.6,594,1231.2,1526.4,1875.6,1990.8,1749.6,1274.4,1137.6,450,39.6,0,0
בית דגן קרינה                                     ,2524,03-12-2020,מפוזרת,0,36,180,255.6,291.6,313.2,342,345.6,342,295.2,172.8,28.8,0,0
בית דגן קרינה                                     ,2524,03-12-2020,גלובאלית,0,54,482.4,1126.8,1638,1962,2070,1958.4,1594.8,1069.2,475.2,36,0,0
בית דגן קרינה                                     ,2524,03-12-2020,ישירה,0,158.4,1393.2,2372.4,2743.2,2901.6,2894.4,2822.4,2523.6,2062.8,1360.8,82.8,0,0
בית דגן קרינה                                     ,2524,04-12-2020,מפוזרת,0,36,205.2,298.8,334.8,352.8,378,453.6,547.2,381.6,241.2,28.8,0,0
בית דגן קרינה                                     ,2524,04-12-2020,גלובאלית,0,54,421.2,1108.8,1623.6,1954.8,2070,1854,1659.6,986.4,298.8,28.8,0,0
בית דגן קרינה                                     ,2524,04-12-2020,ישירה,0,111.6,928.8,2113.2,2566.8,2782.8,2800.8,2350.8,2152.8,1472.4,118.8,0,0,0
בית דגן קרינה                                     ,2524,05-12-2020,ישירה,0,3.6,18,122.4,118.8,374.4,126,104.4,1069.2,291.6,558,79.2,0,0
בית דגן קרינה                                     ,2524,05-12-2020,מפוזרת,0,21.6,252,403.2,856.8,1152,1058.4,954,853.2,356.4,194.4,39.6,0,0
בית דגן קרינה                                     ,2524,05-12-2020,גלובאלית,0,21.6,270,486,982.8,1476,1213.2,1090.8,1447.2,536.4,334.8,46.8,0,0
בית דגן קרינה                                     ,2524,06-12-2020,מפוזרת,0,28.8,162,234,558,802.8,720,748.8,763.2,486,324,43.2,0,0
בית דגן קרינה                                     ,2524,06-12-2020,גלובאלית,0,39.6,406.8,1123.2,1868.4,932.4,993.6,795.6,1101.6,914.4,540,50.4,0,0
בית דגן קרינה                                     ,2524,06-12-2020,ישירה,0,100.8,1076.4,2329.2,2617.2,68.4,334.8,3.6,597.6,939.6,997.2,172.8,0,0
בית דגן קרינה                                     ,2524,07-12-2020,ישירה,0,18,180,115.2,2422.8,1526.4,147.6,223.2,64.8,968.4,439.2,7.2,0,0
בית דגן קרינה                                     ,2524,07-12-2020,מפוזרת,0,32.4,252,410.4,349.2,752.4,784.8,810,709.2,493.2,226.8,28.8,0,0
בית דגן קרינה                                     ,2524,07-12-2020,גלובאלית,0,39.6,320.4,482.4,1573.2,1702.8,950.4,1044,799.2,928.8,363.6,32.4,0,0
בית דגן קרינה                                     ,2524,08-12-2020,ישירה,0,10.8,291.6,1188,1620,1587.6,1580.4,1432.8,1566,1195.2,514.8,0,0,0
בית דגן קרינה                                     ,2524,08-12-2020,מפוזרת,0,32.4,266.4,464.4,601.2,730.8,799.2,788.4,727.2,500.4,262.8,28.8,0,0
בית דגן קרינה                                     ,2524,08-12-2020,גלובאלית,0,36,352.8,925.2,1418.4,1674,1789.2,1659.6,1544.4,990,399.6,28.8,0,0
בית דגן קרינה                                     ,2524,09-12-2020,ישירה,0,14.4,172.8,2476.8,2926.8,3078,2696.4,2667.6,2779.2,2509.2,1695.6,176.4,0,0
בית דגן קרינה                                     ,2524,09-12-2020,מפוזרת,0,39.6,136.8,219.6,244.8,266.4,453.6,442.8,262.8,230.4,187.2,32.4,0,0
בית דגן קרינה                                     ,2524,09-12-2020,גלובאלית,0,43.2,187.2,1116,1659.6,2001.6,2084.4,1972.8,1627.2,1159.2,561.6,36,0,0
בית דגן קרינה                                     ,2524,10-12-2020,ישירה,0,18,630,2804.4,3085.2,3139.2,3204,3042,2822.4,2426.4,1684.8,151.2,0,0
בית דגן קרינה                                     ,2524,10-12-2020,מפוזרת,0,25.2,122.4,169.2,201.6,237.6,241.2,255.6,255.6,219.6,147.6,28.8,0,0
בית דגן קרינה                                     ,2524,10-12-2020,גלובאלית,0,39.6,457.2,1159.2,1652.4,1980,2113.2,1969.2,1641.6,1126.8,514.8,36,0,0
בית דגן קרינה                                     ,2524,11-12-2020,ישירה,0,18,835.2,2376,2700,2739.6,2833.2,2736,2487.6,2048.4,1029.6,54,0,0
בית דגן קרינה                                     ,2524,11-12-2020,מפוזרת,0,25.2,154.8,237.6,295.2,345.6,367.2,352.8,356.4,277.2,172.8,28.8,0,0
בית דגן קרינה                                     ,2524,11-12-2020,גלובאלית,0,39.6,432,1090.8,1609.2,1926,2077.2,1947.6,1630.8,1080,435.6,36,0,0
בית דגן קרינה                                     ,2524,12-12-2020,ישירה,0,0,964.8,1663.2,1756.8,2138.4,882,529.2,10.8,172.8,7.2,0,0,0
בית דגן קרינה                                     ,2524,12-12-2020,מפוזרת,0,10.8,165.6,381.6,478.8,468,676.8,691.2,493.2,568.8,205.2,21.6,0,0
בית דגן קרינה                                     ,2524,12-12-2020,גלובאלית,0,14.4,381.6,997.2,1393.2,1749.6,1288.8,1065.6,522,684,216,21.6,0,0
בית דגן קרינה                                     ,2524,13-12-2020,ישירה,0,3.6,50.4,140.4,982.8,558,666,190.8,144,0,0,0,0,0
בית דגן קרינה                                     ,2524,13-12-2020,מפוזרת,0,10.8,208.8,424.8,734.4,813.6,1162.8,997.2,849.6,388.8,176.4,25.2,0,0
בית דגן קרינה                                     ,2524,13-12-2020,גלובאלית,0,14.4,234,525.6,1306.8,1274.4,1742.4,1231.2,1008,403.2,180,21.6,0,0
בית דגן קרינה                                     ,2524,14-12-2020,ישירה,0,0,32.4,7.2,122.4,118.8,122.4,151.2,126,82.8,108,0,0,0
בית דגן קרינה                                     ,2524,14-12-2020,מפוזרת,0,10.8,158.4,439.2,741.6,864,914.4,878.4,723.6,417.6,345.6,32.4,0,0
בית דגן קרינה                                     ,2524,14-12-2020,גלובאלית,0,10.8,169.2,460.8,864,1004.4,1065.6,1044,853.2,475.2,403.2,32.4,0,0
בית דגן קרינה                                     ,2524,15-12-2020,ישירה,0,0,216,921.6,1411.2,579.6,39.6,18,0,3.6,36,3.6,0,0
בית דגן קרינה                                     ,2524,15-12-2020,מפוזרת,0,14.4,234,471.6,756,914.4,802.8,612,262.8,349.2,234,32.4,0,0
בית דגן קרינה                                     ,2524,15-12-2020,גלובאלית,0,18,313.2,907.2,1587.6,1389.6,882,651.6,273.6,367.2,262.8,32.4,0,0
בית דגן קרינה                                     ,2524,16-12-2020,מפוזרת,0,3.6,25.2,79.2,349.2,172.8,648,655.2,612,403.2,14.4,3.6,0,0
בית דגן קרינה                                     ,2524,16-12-2020,גלובאלית,0,3.6,25.2,79.2,360,180,1155.6,774,1047.6,464.4,18,3.6,0,0
בית דגן קרינה                                     ,2524,16-12-2020,ישירה,0,7.2,3.6,0,0,0,806.4,111.6,792,61.2,3.6,7.2,0,0
בית דגן קרינה                                     ,2524,17-12-2020,ישירה,0,0,0,842.4,115.2,234,93.6,248.4,752.4,270,1087.2,18,0,0
בית דגן קרינה                                     ,2524,17-12-2020,מפוזרת,0,7.2,136.8,486,525.6,795.6,658.8,709.2,669.6,421.2,417.6,28.8,0,0
בית דגן קרינה                                     ,2524,17-12-2020,גלובאלית,0,7.2,144,802.8,604.8,993.6,752.4,896.4,1094.4,532.8,705.6,36,0,0
בית דגן קרינה                                     ,2524,18-12-2020,ישירה,0,0,338.4,1512,2660.4,2880,2919.6,1746,2498.4,2210.4,1533.6,104.4,0,0
בית דגן קרינה                                     ,2524,18-12-2020,מפוזרת,0,18,237.6,306,309.6,331.2,356.4,540,381.6,288,180,32.4,0,0
בית דגן קרינה                                     ,2524,18-12-2020,גלובאלית,0,25.2,306,860.4,1540.8,1897.2,2044.8,1555.2,1605.6,1108.8,522,43.2,0,0
בית דגן קרינה                                     ,2524,19-12-2020,ישירה,0,0,1119.6,2588.4,2944.8,3074.4,3088.8,2991.6,2797.2,1774.8,1681.2,126,0,0
בית דגן קרינה                                     ,2524,19-12-2020,מפוזרת,0,18,144,212.4,241.2,266.4,295.2,432,442.8,345.6,205.2,32.4,0,0
בית דגן קרינה                                     ,2524,19-12-2020,גלובאלית,0,25.2,363.6,1065.6,1587.6,1929.6,2070,2106,1818,1015.2,579.6,46.8,0,0
בית דגן קרינה                                     ,2524,20-12-2020,ישירה,0,0,1159.2,2509.2,2833.2,2995.2,3038.4,2966.4,2718,2430,1638,208.8,0,0
בית דגן קרינה                                     ,2524,20-12-2020,מפוזרת,0,18,129.6,198,241.2,262.8,273.6,273.6,277.2,234,165.6,32.4,0,0
בית דגן קרינה                                     ,2524,20-12-2020,גלובאלית,0,21.6,342,1036.8,1555.2,1908,2044.8,1951.2,1630.8,1155.6,536.4,50.4,0,0
בית דגן קרינה                                     ,2524,21-12-2020,ישירה,0,0,900,1904.4,2232,2649.6,2714.4,2404.8,2271.6,1886.4,1054.8,104.4,0,0
בית דגן קרינה                                     ,2524,21-12-2020,מפוזרת,0,18,183.6,349.2,406.8,385.2,396,453.6,414,331.2,219.6,43.2,0,0
בית דגן קרינה                                     ,2524,21-12-2020,גלובאלית,0,21.6,370.8,993.6,1472.4,1875.6,2008.8,1857.6,1576.8,1076.4,482.4,54,0,0
בית דגן קרינה                                     ,2524,22-12-2020,ישירה,0,3.6,194.4,147.6,280.8,252,1796.4,1893.6,1594.8,1904.4,1119.6,50.4,0,0
בית דגן קרינה                                     ,2524,22-12-2020,מפוזרת,0,10.8,216,500.4,824.4,849.6,644.4,774,554.4,378,219.6,43.2,0,0
בית דגן קרינה                                     ,2524,22-12-2020,גלובאלית,0,14.4,277.2,590.4,1033.2,1090.8,1796.4,1900.8,1393.2,1126.8,496.8,50.4,0,0
בית דגן קרינה                                     ,2524,23-12-2020,ישירה,0,7.2,180,1256.4,2138.4,2588.4,1854,1206,1368,709.2,61.2,0,0,0
בית דגן קרינה                                     ,2524,23-12-2020,מפוזרת,0,10.8,100.8,352.8,399.6,442.8,669.6,759.6,849.6,597.6,237.6,25.2,0,0
בית דגן קרינה                                     ,2524,23-12-2020,גלובאלית,0,14.4,147.6,777.6,1443.6,1897.2,1818,1508.4,1598.4,889.2,266.4,25.2,0,0
בית דגן קרינה                                     ,2524,24-12-2020,ישירה,0,3.6,0,3.6,3.6,129.6,25.2,198,39.6,306,187.2,108,0,0
בית דגן קרינה                                     ,2524,24-12-2020,מפוזרת,0,7.2,50.4,169.2,345.6,597.6,302.4,766.8,644.4,594,313.2,61.2,0,0
